interactionId,date,customerIdx,empNo,empName,type,outcomeScore,accountHolderId,policyAccountNumber,customerId,customerName
929,2010-08-02T05:53:23.126Z,260,10865,"Etalle, Danco",question,positive,P831LC69M,6365 700 1829-22,V1DS36OC66U,Deshawn Jing
930,2011-01-22T07:43:57.293Z,261,10617,"Angel, Hidekazu",question,neutral,P831LC69M,2943 931 5789-57,V1DS36OC66U,Deshawn Jing
931,2013-10-14T07:46:17.192Z,261,10617,"Angel, Hidekazu",cancel,negative,P831LC69M,2943 931 5789-57,V1DS36OC66U,Deshawn Jing
932,2018-01-22T04:40:04.751Z,261,10617,"Angel, Hidekazu",complaint,negative,P831LC69M,2943 931 5789-57,V1DS36OC66U,Deshawn Jing
933,2016-09-01T16:21:37.795Z,261,10617,"Angel, Hidekazu",policychange,positive,P831LC69M,2943 931 5789-57,V1DS36OC66U,Deshawn Jing
934,2013-02-05T14:48:39.901Z,262,10646,"Chorvat, Uri",policychange,negative,X431QP94U,3251 008 6547-03,G9DF36AQ97A,Karrie Yetman
935,2013-11-29T10:47:27.858Z,262,10646,"Chorvat, Uri",cancel,negative,X431QP94U,3251 008 6547-03,G9DF36AQ97A,Karrie Yetman
936,2010-12-30T10:17:24.653Z,263,10210,"Alpin, Yuping",policychange,positive,Y758BK96X,1340 378 2318-13,S8LZ71SB98T,Thomasena Uelmen
937,2010-12-26T00:48:10.073Z,264,10334,"Erie, Falguni",beneficiarychange,positive,Y758BK96X,9160 601 7852-68,S8LZ71SB98T,Thomasena Uelmen
938,2018-04-13T06:32:06.620Z,264,10334,"Erie, Falguni",policychange,negative,Y758BK96X,9160 601 7852-68,S8LZ71SB98T,Thomasena Uelmen
939,2017-02-18T03:21:17.743Z,264,10334,"Erie, Falguni",other,negative,Y758BK96X,9160 601 7852-68,S8LZ71SB98T,Thomasena Uelmen
940,2017-12-14T15:46:12.530Z,264,10334,"Erie, Falguni",policychange,negative,Y758BK96X,9160 601 7852-68,S8LZ71SB98T,Thomasena Uelmen
941,2010-09-13T18:07:32.072Z,264,10334,"Erie, Falguni",beneficiarychange,negative,Y758BK96X,9160 601 7852-68,S8LZ71SB98T,Thomasena Uelmen
942,2016-08-26T02:59:25.862Z,264,10334,"Erie, Falguni",renewal,positive,Y758BK96X,9160 601 7852-68,S8LZ71SB98T,Thomasena Uelmen
943,2015-12-25T18:23:44.624Z,264,10334,"Erie, Falguni",renewal,positive,Y758BK96X,9160 601 7852-68,S8LZ71SB98T,Thomasena Uelmen
944,2013-07-04T14:46:15.544Z,264,10334,"Erie, Falguni",other,positive,Y758BK96X,9160 601 7852-68,S8LZ71SB98T,Thomasena Uelmen
945,2017-02-13T04:06:27.112Z,265,10721,"Redmiles, Bernd",beneficiarychange,negative,Q985QO83H,4472 938 3526-10,K1FF42LH92K,Mee Lapadula
946,2017-10-28T17:53:51.375Z,265,10721,"Redmiles, Bernd",renewal,positive,Q985QO83H,4472 938 3526-10,K1FF42LH92K,Mee Lapadula
947,2013-02-18T04:41:32.849Z,265,10721,"Redmiles, Bernd",beneficiarychange,positive,Q985QO83H,4472 938 3526-10,K1FF42LH92K,Mee Lapadula
948,2015-05-06T19:46:02.083Z,265,10721,"Redmiles, Bernd",complaint,negative,Q985QO83H,4472 938 3526-10,K1FF42LH92K,Mee Lapadula
949,2016-01-17T11:24:58.851Z,265,10721,"Redmiles, Bernd",policychange,negative,Q985QO83H,4472 938 3526-10,K1FF42LH92K,Mee Lapadula
950,2011-01-08T00:53:15.578Z,265,10721,"Redmiles, Bernd",renewal,positive,Q985QO83H,4472 938 3526-10,K1FF42LH92K,Mee Lapadula
951,2012-11-14T01:50:40.279Z,266,10432,"Tiemann, Hisao",cancel,negative,Q985QO83H,2320 829 0212-08,K1FF42LH92K,Mee Lapadula
952,2015-02-21T17:04:37.337Z,266,10432,"Tiemann, Hisao",question,neutral,Q985QO83H,2320 829 0212-08,K1FF42LH92K,Mee Lapadula
953,2015-04-19T19:49:19.224Z,267,10154,"Thibadeau, Abdulah",complaint,negative,Z412IB73Q,6907 483 4115-62,B9UW30TF89Y,Malvina Labady
954,2017-01-05T03:56:21.545Z,267,10154,"Thibadeau, Abdulah",policychange,positive,Z412IB73Q,6907 483 4115-62,B9UW30TF89Y,Malvina Labady
955,2018-03-31T23:59:37.512Z,267,10154,"Thibadeau, Abdulah",beneficiarychange,negative,Z412IB73Q,6907 483 4115-62,B9UW30TF89Y,Malvina Labady
956,2011-05-19T13:11:44.904Z,267,10154,"Thibadeau, Abdulah",question,negative,Z412IB73Q,6907 483 4115-62,B9UW30TF89Y,Malvina Labady
957,2011-06-05T02:47:30.781Z,267,10154,"Thibadeau, Abdulah",beneficiarychange,positive,Z412IB73Q,6907 483 4115-62,B9UW30TF89Y,Malvina Labady
958,2018-01-08T02:57:24.641Z,267,10154,"Thibadeau, Abdulah",other,negative,Z412IB73Q,6907 483 4115-62,B9UW30TF89Y,Malvina Labady
959,2017-09-22T07:35:16.456Z,268,10697,"Hiltgen, Bluma",policychange,negative,F013IX34E,1276 602 0469-39,M7MS34LK68O,Sanora Zunker
960,2013-03-13T12:34:38.862Z,268,10697,"Hiltgen, Bluma",policychange,negative,F013IX34E,1276 602 0469-39,M7MS34LK68O,Sanora Zunker
961,2011-12-20T14:27:30.633Z,268,10697,"Hiltgen, Bluma",policychange,positive,F013IX34E,1276 602 0469-39,M7MS34LK68O,Sanora Zunker
962,2014-05-27T22:12:58.091Z,268,10697,"Hiltgen, Bluma",complaint,negative,F013IX34E,1276 602 0469-39,M7MS34LK68O,Sanora Zunker
963,2011-01-20T15:17:17.085Z,269,10164,"Braunmuhl, Jagoda",policychange,positive,F013IX34E,4783 777 1076-55,M7MS34LK68O,Sanora Zunker
964,2016-09-27T21:52:51.652Z,269,10164,"Braunmuhl, Jagoda",policychange,positive,F013IX34E,4783 777 1076-55,M7MS34LK68O,Sanora Zunker
965,2015-05-28T13:41:15.870Z,270,10286,"Gopalakrishnan, Saddek",policychange,positive,C164TG46R,5824 340 6408-08,R5QN10IF40I,Kenna Bokal
966,2015-02-15T10:20:28.125Z,270,10286,"Gopalakrishnan, Saddek",question,negative,C164TG46R,5824 340 6408-08,R5QN10IF40I,Kenna Bokal
967,2010-08-05T09:54:16.778Z,271,10947,"Usery, Gor",beneficiarychange,negative,C164TG46R,1480 836 9484-44,R5QN10IF40I,Kenna Bokal
968,2014-05-13T02:12:35.669Z,271,10947,"Usery, Gor",beneficiarychange,negative,C164TG46R,1480 836 9484-44,R5QN10IF40I,Kenna Bokal
969,2014-02-11T05:25:37.560Z,271,10947,"Usery, Gor",beneficiarychange,positive,C164TG46R,1480 836 9484-44,R5QN10IF40I,Kenna Bokal
970,2011-05-01T16:35:14.148Z,271,10947,"Usery, Gor",policychange,positive,C164TG46R,1480 836 9484-44,R5QN10IF40I,Kenna Bokal
971,2018-05-11T07:19:37.723Z,271,10947,"Usery, Gor",policychange,negative,C164TG46R,1480 836 9484-44,R5QN10IF40I,Kenna Bokal
972,2012-02-07T21:10:21.206Z,271,10947,"Usery, Gor",other,negative,C164TG46R,1480 836 9484-44,R5QN10IF40I,Kenna Bokal
973,2010-07-28T01:42:09.504Z,272,10137,"Hutton, Maren",question,neutral,L936DL75R,9723 612 3846-27,N8CS12HV41I,Benedict Nicolaus
974,2014-01-31T00:33:58.663Z,272,10137,"Hutton, Maren",other,positive,L936DL75R,9723 612 3846-27,N8CS12HV41I,Benedict Nicolaus
975,2011-08-16T13:09:23.308Z,272,10137,"Hutton, Maren",other,positive,L936DL75R,9723 612 3846-27,N8CS12HV41I,Benedict Nicolaus
976,2017-10-28T19:07:42.912Z,272,10137,"Hutton, Maren",other,negative,L936DL75R,9723 612 3846-27,N8CS12HV41I,Benedict Nicolaus
977,2012-07-08T15:49:23.618Z,272,10137,"Hutton, Maren",policychange,positive,L936DL75R,9723 612 3846-27,N8CS12HV41I,Benedict Nicolaus
978,2011-02-22T11:19:43.737Z,272,10137,"Hutton, Maren",beneficiarychange,negative,L936DL75R,9723 612 3846-27,N8CS12HV41I,Benedict Nicolaus
979,2017-06-07T15:30:06.090Z,273,10128,"Lamba, Babette",beneficiarychange,negative,L936DL75R,9912 363 7163-16,N8CS12HV41I,Benedict Nicolaus
980,2013-02-24T03:34:01.152Z,273,10128,"Lamba, Babette",beneficiarychange,positive,L936DL75R,9912 363 7163-16,N8CS12HV41I,Benedict Nicolaus
981,2017-09-09T14:51:55.417Z,273,10128,"Lamba, Babette",question,positive,L936DL75R,9912 363 7163-16,N8CS12HV41I,Benedict Nicolaus
982,2014-10-18T05:18:44.288Z,273,10128,"Lamba, Babette",question,positive,L936DL75R,9912 363 7163-16,N8CS12HV41I,Benedict Nicolaus
983,2016-07-22T11:04:17.941Z,273,10128,"Lamba, Babette",question,positive,L936DL75R,9912 363 7163-16,N8CS12HV41I,Benedict Nicolaus
984,2014-05-19T18:16:55.002Z,273,10128,"Lamba, Babette",other,negative,L936DL75R,9912 363 7163-16,N8CS12HV41I,Benedict Nicolaus
985,2013-03-30T11:45:13.685Z,273,10128,"Lamba, Babette",beneficiarychange,negative,L936DL75R,9912 363 7163-16,N8CS12HV41I,Benedict Nicolaus
986,2014-09-19T13:22:57.273Z,274,10126,"Valtorta, Kayoko",policychange,positive,Q172SS92N,8375 362 9420-81,I6NB39YR57B,Amina Ondo
987,2010-09-01T01:18:18.326Z,274,10126,"Valtorta, Kayoko",other,negative,Q172SS92N,8375 362 9420-81,I6NB39YR57B,Amina Ondo
988,2011-01-29T11:53:13.259Z,274,10126,"Valtorta, Kayoko",cancel,negative,Q172SS92N,8375 362 9420-81,I6NB39YR57B,Amina Ondo
989,2017-03-19T07:46:48.613Z,274,10126,"Valtorta, Kayoko",question,positive,Q172SS92N,8375 362 9420-81,I6NB39YR57B,Amina Ondo
990,2014-03-21T00:21:42.164Z,274,10126,"Valtorta, Kayoko",renewal,positive,Q172SS92N,8375 362 9420-81,I6NB39YR57B,Amina Ondo
991,2012-09-09T22:52:13.307Z,274,10126,"Valtorta, Kayoko",question,negative,Q172SS92N,8375 362 9420-81,I6NB39YR57B,Amina Ondo
992,2014-06-28T10:17:49.307Z,275,10176,"Lenart, Brendon",beneficiarychange,negative,A760PE51E,0182 316 7353-77,L6ML65MP31M,Livia Cottrell
993,2016-06-02T18:04:00.101Z,276,10841,"Lieberherr, Pranav",complaint,negative,U942CU67L,9233 428 4400-87,M4XI09VC21Z,Breanne Portney
994,2010-12-27T07:12:18.226Z,276,10841,"Lieberherr, Pranav",other,positive,U942CU67L,9233 428 4400-87,M4XI09VC21Z,Breanne Portney
995,2016-09-21T20:21:03.944Z,276,10841,"Lieberherr, Pranav",complaint,negative,U942CU67L,9233 428 4400-87,M4XI09VC21Z,Breanne Portney
996,2011-08-11T11:53:39.563Z,276,10841,"Lieberherr, Pranav",other,negative,U942CU67L,9233 428 4400-87,M4XI09VC21Z,Breanne Portney
997,2012-03-21T17:12:21.300Z,277,10154,"Thibadeau, Abdulah",policychange,negative,U942CU67L,7716 114 5242-74,M4XI09VC21Z,Breanne Portney
998,2011-07-04T07:05:29.285Z,277,10154,"Thibadeau, Abdulah",policychange,positive,U942CU67L,7716 114 5242-74,M4XI09VC21Z,Breanne Portney
999,2015-07-06T13:09:52.572Z,277,10154,"Thibadeau, Abdulah",beneficiarychange,negative,U942CU67L,7716 114 5242-74,M4XI09VC21Z,Breanne Portney
1000,2017-09-25T02:49:32.507Z,277,10154,"Thibadeau, Abdulah",question,negative,U942CU67L,7716 114 5242-74,M4XI09VC21Z,Breanne Portney
1001,2015-11-11T23:50:29.166Z,277,10154,"Thibadeau, Abdulah",complaint,negative,U942CU67L,7716 114 5242-74,M4XI09VC21Z,Breanne Portney
1002,2015-02-19T20:37:35.224Z,278,10210,"Alpin, Yuping",policychange,negative,U942CU67L,6507 448 4903-30,M4XI09VC21Z,Breanne Portney
1003,2015-08-25T02:04:47.893Z,278,10210,"Alpin, Yuping",question,neutral,U942CU67L,6507 448 4903-30,M4XI09VC21Z,Breanne Portney
1004,2015-04-08T10:47:08.007Z,278,10210,"Alpin, Yuping",other,positive,U942CU67L,6507 448 4903-30,M4XI09VC21Z,Breanne Portney
1005,2013-04-30T00:33:07.108Z,278,10210,"Alpin, Yuping",policychange,negative,U942CU67L,6507 448 4903-30,M4XI09VC21Z,Breanne Portney
1006,2012-11-02T21:19:18.587Z,278,10210,"Alpin, Yuping",renewal,positive,U942CU67L,6507 448 4903-30,M4XI09VC21Z,Breanne Portney
1007,2012-02-20T01:07:55.609Z,279,10856,"Peck, Sreenivas",question,positive,U942CU67L,9435 908 9219-94,M4XI09VC21Z,Breanne Portney
1008,2011-09-10T18:34:38.811Z,279,10856,"Peck, Sreenivas",other,negative,U942CU67L,9435 908 9219-94,M4XI09VC21Z,Breanne Portney
1009,2012-12-18T17:03:10.108Z,279,10856,"Peck, Sreenivas",question,positive,U942CU67L,9435 908 9219-94,M4XI09VC21Z,Breanne Portney
1010,2015-11-24T08:07:27.930Z,279,10856,"Peck, Sreenivas",policychange,positive,U942CU67L,9435 908 9219-94,M4XI09VC21Z,Breanne Portney
1011,2012-07-07T12:33:44.643Z,279,10856,"Peck, Sreenivas",complaint,negative,U942CU67L,9435 908 9219-94,M4XI09VC21Z,Breanne Portney
1012,2010-08-10T20:12:50.501Z,280,10349,"Brodie, Oksana",question,neutral,L815DI16T,4945 459 6687-36,U6FO30YQ26N,Renea Fenchel
1013,2010-03-26T07:50:54.360Z,282,10430,"Chenney, Ferdinand",policychange,negative,K633HO74X,8745 228 8196-09,P6MZ13RU88F,Yelena Thoren
1014,2012-03-18T00:51:56.514Z,282,10430,"Chenney, Ferdinand",policychange,positive,K633HO74X,8745 228 8196-09,P6MZ13RU88F,Yelena Thoren
1015,2018-04-19T15:23:11.829Z,283,10601,"Usdin, Barton",cancel,negative,K633HO74X,4108 262 8858-79,P6MZ13RU88F,Yelena Thoren
1016,2014-04-21T19:34:49.131Z,283,10601,"Usdin, Barton",renewal,positive,K633HO74X,4108 262 8858-79,P6MZ13RU88F,Yelena Thoren
1017,2011-02-28T12:50:45.859Z,283,10601,"Usdin, Barton",other,positive,K633HO74X,4108 262 8858-79,P6MZ13RU88F,Yelena Thoren
1018,2010-12-19T07:12:37.129Z,283,10601,"Usdin, Barton",complaint,negative,K633HO74X,4108 262 8858-79,P6MZ13RU88F,Yelena Thoren
1019,2017-02-16T09:59:53.232Z,283,10601,"Usdin, Barton",policychange,positive,K633HO74X,4108 262 8858-79,P6MZ13RU88F,Yelena Thoren
1020,2013-09-26T06:23:25.425Z,284,10334,"Erie, Falguni",question,negative,U596LX61Y,4788 675 4607-18,R3KG30FX05F,Evelyn Laduke
1021,2015-06-08T07:28:57.253Z,284,10334,"Erie, Falguni",question,negative,U596LX61Y,4788 675 4607-18,R3KG30FX05F,Evelyn Laduke
1022,2016-03-27T07:25:43.391Z,284,10334,"Erie, Falguni",beneficiarychange,positive,U596LX61Y,4788 675 4607-18,R3KG30FX05F,Evelyn Laduke
1023,2015-01-10T16:04:35.874Z,284,10334,"Erie, Falguni",question,neutral,U596LX61Y,4788 675 4607-18,R3KG30FX05F,Evelyn Laduke
1024,2010-07-30T23:51:58.999Z,285,10176,"Lenart, Brendon",other,negative,N484GB03F,7482 080 1637-50,K5NV83QW31Z,Shila Vanvickle
1025,2010-08-15T09:04:43.922Z,285,10176,"Lenart, Brendon",other,positive,N484GB03F,7482 080 1637-50,K5NV83QW31Z,Shila Vanvickle
1026,2016-10-30T11:44:09.781Z,285,10176,"Lenart, Brendon",other,negative,N484GB03F,7482 080 1637-50,K5NV83QW31Z,Shila Vanvickle
1027,2013-09-18T06:26:37.594Z,287,10693,"Daescu, Berhard",beneficiarychange,negative,B449CG70P,7122 058 3528-32,L4VD06ND57Z,Yee Sarkin
1028,2011-01-13T20:45:20.053Z,287,10693,"Daescu, Berhard",policychange,positive,B449CG70P,7122 058 3528-32,L4VD06ND57Z,Yee Sarkin
1029,2014-07-18T02:02:38.241Z,287,10693,"Daescu, Berhard",policychange,positive,B449CG70P,7122 058 3528-32,L4VD06ND57Z,Yee Sarkin
1030,2016-06-15T07:41:31.270Z,287,10693,"Daescu, Berhard",other,positive,B449CG70P,7122 058 3528-32,L4VD06ND57Z,Yee Sarkin
1031,2010-04-18T05:01:37.828Z,288,10510,"Slobodova, Keung",complaint,negative,L440NQ22I,4854 269 5322-26,Q1UX47UT11N,Zenia Desaulniers
1032,2014-04-28T19:20:03.688Z,288,10510,"Slobodova, Keung",policychange,negative,L440NQ22I,4854 269 5322-26,Q1UX47UT11N,Zenia Desaulniers
1033,2013-09-29T12:34:28.226Z,288,10510,"Slobodova, Keung",policychange,negative,L440NQ22I,4854 269 5322-26,Q1UX47UT11N,Zenia Desaulniers
1034,2018-04-22T15:47:41.418Z,288,10510,"Slobodova, Keung",cancel,negative,L440NQ22I,4854 269 5322-26,Q1UX47UT11N,Zenia Desaulniers
1035,2014-02-15T07:24:29.728Z,288,10510,"Slobodova, Keung",policychange,negative,L440NQ22I,4854 269 5322-26,Q1UX47UT11N,Zenia Desaulniers
1036,2013-09-01T20:49:12.239Z,288,10510,"Slobodova, Keung",renewal,positive,L440NQ22I,4854 269 5322-26,Q1UX47UT11N,Zenia Desaulniers
1037,2012-08-16T08:34:35.452Z,288,10510,"Slobodova, Keung",policychange,negative,L440NQ22I,4854 269 5322-26,Q1UX47UT11N,Zenia Desaulniers
1038,2012-04-28T05:00:26.662Z,289,10816,"Caine, Morris",beneficiarychange,negative,T778YQ49Y,2165 632 3494-24,E9LH59FK59O,Beverley Midyett
1039,2010-01-27T15:26:22.179Z,289,10816,"Caine, Morris",complaint,negative,T778YQ49Y,2165 632 3494-24,E9LH59FK59O,Beverley Midyett
1040,2018-04-22T11:44:24.951Z,289,10816,"Caine, Morris",question,negative,T778YQ49Y,2165 632 3494-24,E9LH59FK59O,Beverley Midyett
1041,2013-05-22T04:36:56.331Z,289,10816,"Caine, Morris",complaint,negative,T778YQ49Y,2165 632 3494-24,E9LH59FK59O,Beverley Midyett
1042,2010-06-20T13:09:37.519Z,290,10115,"Rissland, Chikara",other,positive,T778YQ49Y,2890 674 5468-44,E9LH59FK59O,Beverley Midyett
1043,2015-01-22T22:50:53.916Z,290,10115,"Rissland, Chikara",complaint,negative,T778YQ49Y,2890 674 5468-44,E9LH59FK59O,Beverley Midyett
1044,2018-06-09T11:08:07.236Z,290,10115,"Rissland, Chikara",cancel,negative,T778YQ49Y,2890 674 5468-44,E9LH59FK59O,Beverley Midyett
1045,2011-11-18T04:52:29.117Z,290,10115,"Rissland, Chikara",question,neutral,T778YQ49Y,2890 674 5468-44,E9LH59FK59O,Beverley Midyett
1046,2012-11-05T12:20:33.419Z,290,10115,"Rissland, Chikara",other,positive,T778YQ49Y,2890 674 5468-44,E9LH59FK59O,Beverley Midyett
1047,2012-02-17T01:36:15.062Z,290,10115,"Rissland, Chikara",beneficiarychange,negative,T778YQ49Y,2890 674 5468-44,E9LH59FK59O,Beverley Midyett
1048,2012-05-29T09:35:32.072Z,291,10225,"Chinen, Kellie",complaint,negative,T778YQ49Y,5600 545 5341-72,E9LH59FK59O,Beverley Midyett
1049,2012-06-13T10:24:31.987Z,291,10225,"Chinen, Kellie",renewal,positive,T778YQ49Y,5600 545 5341-72,E9LH59FK59O,Beverley Midyett
1050,2015-04-04T10:56:59.655Z,291,10225,"Chinen, Kellie",question,positive,T778YQ49Y,5600 545 5341-72,E9LH59FK59O,Beverley Midyett
1051,2010-05-09T09:45:13.615Z,291,10225,"Chinen, Kellie",question,neutral,T778YQ49Y,5600 545 5341-72,E9LH59FK59O,Beverley Midyett
1052,2012-03-04T07:39:29.217Z,291,10225,"Chinen, Kellie",beneficiarychange,positive,T778YQ49Y,5600 545 5341-72,E9LH59FK59O,Beverley Midyett
1053,2017-12-14T16:02:57.773Z,291,10225,"Chinen, Kellie",question,positive,T778YQ49Y,5600 545 5341-72,E9LH59FK59O,Beverley Midyett
1054,2013-09-19T01:41:27.828Z,292,10781,"Leuchs, Patricio",renewal,positive,T778YQ49Y,3270 145 6914-01,E9LH59FK59O,Beverley Midyett
1055,2013-02-17T16:50:53.123Z,292,10781,"Leuchs, Patricio",policychange,negative,T778YQ49Y,3270 145 6914-01,E9LH59FK59O,Beverley Midyett
1056,2011-06-12T02:16:41.091Z,293,10975,"Birnbaum, Peternela",question,positive,L645XI15Q,4430 763 4462-62,Z8SL63TX79A,Sherry Graner
1057,2015-04-07T10:05:31.861Z,293,10975,"Birnbaum, Peternela",complaint,negative,L645XI15Q,4430 763 4462-62,Z8SL63TX79A,Sherry Graner
1058,2013-06-21T23:46:11.661Z,293,10975,"Birnbaum, Peternela",question,positive,L645XI15Q,4430 763 4462-62,Z8SL63TX79A,Sherry Graner
1059,2010-09-30T17:19:24.071Z,293,10975,"Birnbaum, Peternela",question,positive,L645XI15Q,4430 763 4462-62,Z8SL63TX79A,Sherry Graner
1060,2011-08-19T01:20:17.679Z,294,10213,"Kakkad, Jackson",renewal,positive,L645XI15Q,0004 921 3675-48,Z8SL63TX79A,Sherry Graner
1061,2018-02-07T08:45:31.029Z,294,10213,"Kakkad, Jackson",other,positive,L645XI15Q,0004 921 3675-48,Z8SL63TX79A,Sherry Graner
1062,2014-06-18T02:54:00.668Z,294,10213,"Kakkad, Jackson",other,positive,L645XI15Q,0004 921 3675-48,Z8SL63TX79A,Sherry Graner
1063,2016-09-25T20:01:05.958Z,296,10682,"Haumacher, Bedir",complaint,negative,A578YQ02H,9919 837 3681-14,K5RQ82TM26Y,Michel Mossien
1064,2010-05-04T17:20:15.471Z,296,10682,"Haumacher, Bedir",question,neutral,A578YQ02H,9919 837 3681-14,K5RQ82TM26Y,Michel Mossien
1065,2017-03-21T22:00:41.857Z,297,10430,"Chenney, Ferdinand",question,positive,L302IT25Z,8911 934 9386-41,Q4XU14IL48L,Chiquita Selbe
1066,2011-07-07T06:12:27.716Z,297,10430,"Chenney, Ferdinand",other,negative,L302IT25Z,8911 934 9386-41,Q4XU14IL48L,Chiquita Selbe
1067,2014-12-11T17:23:36.797Z,298,10954,"Burnard, Ranga",beneficiarychange,negative,A203YG87C,4704 138 8591-31,O2WO40SC29K,Darrel Riblet
1068,2017-04-26T17:28:14.514Z,298,10954,"Burnard, Ranga",question,negative,A203YG87C,4704 138 8591-31,O2WO40SC29K,Darrel Riblet
1069,2013-12-05T17:06:32.467Z,298,10954,"Burnard, Ranga",renewal,positive,A203YG87C,4704 138 8591-31,O2WO40SC29K,Darrel Riblet
1070,2013-10-23T21:29:35.751Z,298,10954,"Burnard, Ranga",beneficiarychange,positive,A203YG87C,4704 138 8591-31,O2WO40SC29K,Darrel Riblet
1071,2013-10-01T19:48:39.777Z,298,10954,"Burnard, Ranga",other,negative,A203YG87C,4704 138 8591-31,O2WO40SC29K,Darrel Riblet
1072,2014-04-18T08:54:15.178Z,299,10060,"Billingsley, Breannda",cancel,negative,A203YG87C,1658 062 8707-99,O2WO40SC29K,Darrel Riblet
1073,2012-04-02T04:54:29.658Z,300,10836,"Leivant, Jianhua",renewal,positive,A203YG87C,9717 708 2949-39,O2WO40SC29K,Darrel Riblet
1074,2018-01-13T18:32:19.917Z,300,10836,"Leivant, Jianhua",renewal,positive,A203YG87C,9717 708 2949-39,O2WO40SC29K,Darrel Riblet
1075,2013-07-12T02:41:53.473Z,300,10836,"Leivant, Jianhua",question,neutral,A203YG87C,9717 708 2949-39,O2WO40SC29K,Darrel Riblet
1076,2010-03-27T01:25:27.747Z,300,10836,"Leivant, Jianhua",question,neutral,A203YG87C,9717 708 2949-39,O2WO40SC29K,Darrel Riblet
1077,2012-07-24T00:28:32.562Z,300,10836,"Leivant, Jianhua",question,negative,A203YG87C,9717 708 2949-39,O2WO40SC29K,Darrel Riblet
1078,2014-07-13T07:48:30.378Z,301,10789,"Journel, Aruna",question,positive,C789YX62M,0709 851 2314-34,V5XT34IP11D,Tayna Vodicka
1079,2012-03-06T00:52:09.477Z,301,10789,"Journel, Aruna",cancel,negative,C789YX62M,0709 851 2314-34,V5XT34IP11D,Tayna Vodicka
1080,2014-07-23T08:46:06.742Z,302,10137,"Hutton, Maren",question,neutral,C789YX62M,1879 883 2332-33,V5XT34IP11D,Tayna Vodicka
1081,2017-01-03T15:19:41.313Z,302,10137,"Hutton, Maren",other,positive,C789YX62M,1879 883 2332-33,V5XT34IP11D,Tayna Vodicka
1082,2016-06-14T12:32:59.871Z,302,10137,"Hutton, Maren",beneficiarychange,positive,C789YX62M,1879 883 2332-33,V5XT34IP11D,Tayna Vodicka
1083,2015-11-26T07:27:09.341Z,302,10137,"Hutton, Maren",policychange,negative,C789YX62M,1879 883 2332-33,V5XT34IP11D,Tayna Vodicka
1084,2018-04-20T06:21:43.670Z,303,10210,"Alpin, Yuping",question,negative,S095ZB86I,9943 627 5607-92,A2DL12XH26R,Blake Walrond
1085,2014-07-15T07:18:42.856Z,303,10210,"Alpin, Yuping",question,neutral,S095ZB86I,9943 627 5607-92,A2DL12XH26R,Blake Walrond
1086,2012-09-21T11:35:16.736Z,304,10701,"Zolotykh, Hyuncheol",other,negative,S095ZB86I,3206 776 8891-39,A2DL12XH26R,Blake Walrond
1087,2018-03-09T23:47:18.800Z,304,10701,"Zolotykh, Hyuncheol",cancel,negative,S095ZB86I,3206 776 8891-39,A2DL12XH26R,Blake Walrond
1088,2013-11-17T18:22:19.682Z,304,10701,"Zolotykh, Hyuncheol",complaint,negative,S095ZB86I,3206 776 8891-39,A2DL12XH26R,Blake Walrond
1089,2018-02-25T04:27:07.445Z,304,10701,"Zolotykh, Hyuncheol",other,positive,S095ZB86I,3206 776 8891-39,A2DL12XH26R,Blake Walrond
1090,2016-05-31T20:31:34.413Z,304,10701,"Zolotykh, Hyuncheol",beneficiarychange,negative,S095ZB86I,3206 776 8891-39,A2DL12XH26R,Blake Walrond
1091,2018-01-09T21:52:19.075Z,304,10701,"Zolotykh, Hyuncheol",cancel,negative,S095ZB86I,3206 776 8891-39,A2DL12XH26R,Blake Walrond
1092,2018-03-16T16:02:08.537Z,304,10701,"Zolotykh, Hyuncheol",beneficiarychange,negative,S095ZB86I,3206 776 8891-39,A2DL12XH26R,Blake Walrond
1093,2014-01-16T06:27:09.321Z,305,10865,"Etalle, Danco",policychange,positive,G474ZG76E,3634 282 4154-89,G9IZ26ZW83Q,Analisa Dedrick
1094,2010-10-05T17:36:38.872Z,305,10865,"Etalle, Danco",other,negative,G474ZG76E,3634 282 4154-89,G9IZ26ZW83Q,Analisa Dedrick
1095,2011-07-18T01:02:29.393Z,305,10865,"Etalle, Danco",other,positive,G474ZG76E,3634 282 4154-89,G9IZ26ZW83Q,Analisa Dedrick
1096,2014-07-18T11:23:15.011Z,305,10865,"Etalle, Danco",policychange,positive,G474ZG76E,3634 282 4154-89,G9IZ26ZW83Q,Analisa Dedrick
1097,2013-06-14T09:16:59.696Z,305,10865,"Etalle, Danco",policychange,positive,G474ZG76E,3634 282 4154-89,G9IZ26ZW83Q,Analisa Dedrick
1098,2012-02-05T10:22:42.802Z,305,10865,"Etalle, Danco",cancel,negative,G474ZG76E,3634 282 4154-89,G9IZ26ZW83Q,Analisa Dedrick
1099,2010-11-08T07:08:36.663Z,305,10865,"Etalle, Danco",policychange,negative,G474ZG76E,3634 282 4154-89,G9IZ26ZW83Q,Analisa Dedrick
1100,2016-01-28T02:56:10.035Z,305,10865,"Etalle, Danco",cancel,negative,G474ZG76E,3634 282 4154-89,G9IZ26ZW83Q,Analisa Dedrick
1101,2018-01-18T22:59:39.664Z,306,10098,"Servieres, Sreekrishna",cancel,negative,L073US26H,2082 700 8559-50,N8AM64IY22I,Blanch Dueno
